,Father_ID,Father_name,Author_name,Text,Text_ID
290432998,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,"The principle of GTD is to collect everything that needs to be taken care of in one place and process it in a standardised way. This doesn’t necessarily mean that we actually do everything we once intended to do, but it forces us to make clear choices and regularly check if our tasks still fit into the bigger picture. Only if we know that everything is taken care of, from the important to the trivial, can we let go and focus on what is right in front of us. Only if nothing else is lingering in our working memory and taking up valuable mental resources can we experience what Allen calls a “mind like water” - the state where we can focus on the work right in front of us without getting distracted by competing thoughts. The principle is simple but holistic. It is not a quick fix or a fancy tool. It doesn’t do the work for you. But it does provide a structure for our everyday work that deals with the fact that most distractions do not come so much from our environment, but our own minds.",290432998
290432999,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,"What we can take from Allen as an important insight is that the secret to a successful organization lies in the holistic perspective. Everything needs to be taken care of, otherwise the neglected bits will nag us until the unimportant tasks become urgent. Even the best tools won’t make much of a difference if they are used in isolation. Only if they are embedded in a well-conceived working process can the tools play out their strengths. There is no point in having great tools if they don’t fit together.",290432999
290433000,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,"The best way to maintain the feeling of being in control is to stay in control. And to stay in control, it's better to keep your options open during the writing process rather than limit yourself to your first idea. It is in the nature of writing, especially insight-oriented writing, that questions change, the material we work with turns out to be very different from the one imagined or that new ideas emerge, which might change our whole perspective on what we do. Only if the work is set up in a way that is flexible enough to allow these small and constant adjustments can we keep our interest, motivation and work aligned – which is the precondition to effortless or almost effortless work.",290433000
290433001,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,"Sure, you need to be smart to be successful in academia and writing, but if you don’t have an external system to think in and organise your thoughts, ideas and collected facts, or have no idea how to embed it in your overarching daily routines, the disadvantage is so enormous that it just can’t be compensated by a high IQ.",290433001
336303814,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,How often have you tried to remember something important and felt it slip through your mental grasp?,336303814
336303815,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"We spend countless hours reading, listening to, and watching other people’s opinions about what we should do, how we should think, and how we should live, but make comparatively little effort applying that knowledge and making it our own. So much of the time we are “information hoarders,” stockpiling endless amounts of well-intentioned content that only ends up increasing our anxiety.",336303815
336303816,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"To be able to make use of information we value, we need a way to package it up and send it through time to our future self. We need a way to cultivate a body of knowledge that is uniquely our own, so when the opportunity arises—whether changing jobs, giving a big presentation, launching a new product, or starting a business or a family—we will have access to the wisdom we need to make good decisions and take the most effective action. It all begins with the simple act of writing things down.",336303816
336303817,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"In the same way that personal computers revolutionized our relationship with technology, personal finance changed how we manage our money, and personal productivity reshaped how we work, personal knowledge management helps us harness the full potential of what we know. While innovations in technology and a new generation of powerful apps have created new opportunities for our times, the lessons you will find within these pages are built on timeless and unchanging principles.",336303817
336303818,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"The Building a Second Brain system will teach you how to: Find anything you’ve learned, touched, or thought about in the past within seconds. Organize your knowledge and use it to move your projects and goals forward more consistently. Save your best thinking so you don’t have to do it again. Connect ideas and notice patterns across different areas of your life so you know how to live better. Adopt a reliable system that helps you share your work more confidently and with more ease. Turn work “off” and relax, knowing you have a trusted system keeping track of all the details. Spend less time looking for things, and more time doing the best, most creative work you are capable of.",336303818
336303819,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"With a Second Brain at your fingertips, you will be able to unlock the full potential of your hidden strengths and creative instincts. You will have a system that supports you when you are forgetful and unleashes you when you are strong. You will be able to do and learn and create so much more, with so much less effort and stress, than was ever possible before.",336303819
336303820,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"Your mind is for having ideas, not holding them. —David Allen, author of Getting Things Done",336303820
336303821,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"I found that virtually all of them already used various productivity tools, such as paper notepads or the apps on their smartphones, but that very few did so in a systematic, intentional way.",336303821
336303822,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"You may find this book in the “self-improvement” category, but in a deeper sense it is the opposite of self-improvement. It is about optimizing a system outside yourself, a system not subject to your limitations and constraints, leaving you happily unoptimized and free to roam, to wonder, to wander toward whatever makes you feel alive here and now in each moment.",336303822
336303823,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"Information is the fundamental building block of everything you do. Anything you might want to accomplish—executing a project at work, getting a new job, learning a new skill, starting a business—requires finding and putting to use the right information. Your professional success and quality of life depend directly on your ability to manage information effectively.",336303823
336303824,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"Research from Microsoft shows that the average US employee spends 76 hours per year looking for misplaced notes, items, or files.3 And a report from the International Data Corporation found that 26 percent of a typical knowledge worker’s day is spent looking for and consolidating information spread across a variety of systems.4",336303824
336303825,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"We have to recognize that the cognitive demands of modern life increase every year, but we’re still using the same brains as two hundred thousand years ago, when modern humans first emerged on the plains of East Africa. Every bit of energy we spend straining to recall things is energy not spent doing the thinking that only humans can do: inventing new things, crafting stories, recognizing patterns, following our intuition, collaborating with others, investigating new subjects, making plans, testing theories. Every minute we spend trying to mentally juggle all the stuff we have to do leaves less time for more meaningful pursuits like cooking, self-care, hobbies, resting, and spending time with loved ones.",336303825
336303826,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"Robert Darnton explains the role of commonplace books: Unlike modern readers, who follow the flow of a narrative from beginning to end, early modern Englishmen read in fits and starts and jumped from book to book. They broke texts into fragments and assembled them into new patterns by transcribing them in different sections of their notebooks. Then they reread the copies and rearranged the patterns while adding more excerpts. Reading and writing were therefore inseparable activities. They belonged to a continuous effort to make sense of things, for the world was full of signs: you could read your way through it; and by keeping an account of your readings, you made a book of your own, one stamped with your personality.III Commonplace books were a portal through which educated people interacted with the world. They drew on their notebooks in conversation and used them to connect bits of knowledge from different sources and to inspire their own thinking.",336303826
336303828,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"For modern, professional notetaking, a note is a “knowledge building block”—a discrete unit of information interpreted through your unique perspective and stored outside your head. By this definition, a note could include a passage from a book or article that you were inspired by; a photo or image from the web with your annotations; or a bullet-point list of your meandering thoughts on a topic, among many other examples.",336303828
336303829,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"So many of us share the feeling that we are surrounded by knowledge, yet starving for wisdom.",336303829
336303830,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"We create documents that are used once and then get abandoned in the abyss of our email or file systems. So much of our intellectual output—from brainstorms to photos to planning to research—all too often is left stranded on hard drives or lost somewhere in the cloud. I believe that we have reached an inflection point, where technology has become sufficiently advanced and user-friendly that we can integrate it with our biological brains. Computers have become smaller, more powerful, and more intuitive, to the point that they are unmistakably an essential component of how we think. The time has come for us to realize the vision of technology’s early pioneers—that everyone should have an extended mind not just to remember more and be more productive, but to lead more fulfilling lives.",336303830
336303831,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"VI. Recent advancements and discoveries in the field of “extended cognition” have shed new light on how practical and powerful it can be to “think outside the brain.” This book isn’t focused on the science, but for an excellent introduction to extended cognition I recommend The Extended Mind by Annie Murphy Paul. VII. Vannevar Bush wrote of a “scholar’s workstation” called a “Memex,” which was “a device in which an individual stores all his books, records, and communications, and which is mechanized so that it may be consulted with exceeding speed and flexibility. It is an enlarged intimate supplement to his memory.”",336303831
376431376,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"I’ve come to believe that personal knowledge management is one of the most fundamental challenges—as well as one of the most incredible opportunities—in the world today. Everyone is in desperate need of a system to manage the ever-increasing volume of information pouring into their brains. I’ve heard the plea from students and executives, entrepreneurs and managers, engineers and writers, and so many others seeking a more productive and empowered relationship with the information they consume. Those who learn how to leverage technology and master the flow of information through their lives will be empowered to accomplish anything they set their minds to.",376431376
376431377,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,There are four essential capabilities that we can rely on a Second Brain to perform for us: Making our ideas concrete. Revealing new associations between ideas. Incubating our ideas over time. Sharpening our unique perspectives.,376431377
376431378,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"The most important factor in whether your notes can survive that journey into the future is their discoverability—how easy it is to discover what they contain and access the specific points that are most immediately useful. Discoverability is an idea from information science that refers to “the degree to which a piece of content or information can be found in a search of a file, database, or other information system.”I Librarians think about discoverability when deciding how to lay out books on the shelves. Web designers think about it when they create menus for the websites you visit every day. Social media platforms work hard to make the best content on their platforms as discoverable as possible.",376431378
376433765,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"This digital commonplace book is what I call a Second Brain. Think of it as the combination of a study notebook, a personal journal, and a sketchbook for new ideas. It is a multipurpose tool that can adapt to your changing needs over time. In school or courses you take, it can be used to take notes for studying. At work, it can help you organize your projects. At home, it can help you manage your household. However you decide to use it, your Second Brain is a private knowledge collection designed to serve a lifetime of learning and growth, not just a single use case. It is a laboratory where you can develop and refine your thinking in solitude before sharing it with others.",376433765
376433766,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"A common myth of creativity is that of the solitary artist, working in total isolation. We are implicitly told that we must shut ourselves off from the influence of others and flesh out our masterpiece by the sweat of our brow. In my experience, this isn’t how creativity works at all. It doesn’t matter what medium you work in; sooner or later you must work with others. If you’re a musician, you’ll need a sound engineer to mix the record. If you’re an actor, you’ll need a director who believes in you.",376433766
376433767,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"“We only know what we make.” To truly “know” something, it’s not enough to read about it in a book. Ideas are merely thoughts until you put them into action. Thoughts are fleeting, quickly fading as time passes. To truly make an idea stick, you have to engage with it. You have to get your hands dirty and apply that knowledge to a practical problem. We learn by making concrete things—before we feel ready, before we have it completely figured out, and before we know where it’s going. It is when you begin expressing your ideas and turning your knowledge into action that life really begins to change.",376433767
376433768,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"The opposite of a Scarcity Mindset is an Abundance Mindset. This is a way of looking at the world as full of valuable and helpful things—ideas, insights, tools, collaborations, opportunities. An Abundance Mindset tells us that there is an endless amount of incredibly powerful knowledge everywhere we look—in the content we consume, in our social network, in our bodies and intuitions, and in our own minds. It also tells us that we don’t need to consume or understand all of it, or even much of it. All we need is a few seeds of wisdom, and the seeds we most need tend to continually find us again and again. You don’t need to go out and hunt down insights. All you have to do is listen to what life is repeatedly trying to tell you. Life tends to surface exactly what we need to know, whether we like it or not.",376433768
376433769,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"Making the shift to a mindset of abundance is about letting go of the things we thought we needed to survive but that no longer serve us. It means giving up low-value work that gives us a false sense of security but that doesn’t call forth our highest selves. It’s about letting go of low-value information that seems important, but that doesn’t make us better people. It’s about putting down the protective shield of fear that tells us we need to protect ourselves from the opinions of others, because that same shield is keeping us from receiving the gifts they want to give us.",376433769
376444501,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"In its most practical form, creativity is about connecting ideas together, especially ideas that don’t seem to be connected. Neuroscientist Nancy C. Andreasen, in her extensive research on highly creative people including accomplished scientists, mathematicians, artists, and writers, came to the conclusion that “Creative people are better at recognizing relationships, making associations and connections.”",376444501
376444502,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,The second way that people use their Second Brain is to connect ideas together. Their Second Brain evolves from being primarily a memory tool to becoming a thinking tool. A piece of advice from a mentor comes in handy as they encounter a similar situation on a different team. An illuminating metaphor from a book finds its way into a presentation they’re delivering. The ideas they’ve captured begin gravitating toward each other and cross-pollinating.,376444502
376444503,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"Tags are like small labels you can apply to certain notes regardless of where they are located. Once they are tagged, you can perform a search and see all those notes together in one place. The main weakness of folders is that ideas can get siloed from each other, making it hard to spark interesting connections. Tags can overcome this limitation by infusing your Second Brain with connections, making it easier to see cross-disciplinary themes and patterns that defy simple categorization.",376444503
376444504,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"There is a second shift that occurs when you begin to use your Second Brain not only for remembering, but for connecting and creating. You will transition from doing things primarily out of obligation or pressure to doing things from a spirit of service. I believe most people have a natural desire within them to serve others. They want to teach, to mentor, to help, to contribute. The desire to give back is a fundamental part of what makes us human.",376444504
376444505,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,"What does help for true, useful learning is to connect a piece of information to as many meaningful contexts as possible, which is what we do when we connect our notes in the slip-box with other notes. Making these connections deliberately means building up a self-supporting network of interconnected ideas and facts that work reciprocally as cues for each other.",376444505
376444506,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,"Learned right, which means understanding, which means connecting in a meaningful way to previous knowledge, information almost cannot be forgotten anymore and will be reliably retrieved if triggered by the right cues. Moreover, this new learned knowledge can provide more possible connections for new information. If you focus your time and energy on understanding, you cannot help but learn. But if you focus your time and energy on learning without trying to understand, you will not only not understand, but also probably not learn. And the effects are cumulative. There is a reason why the best scientists are also often very good teachers. For someone like Richard Feynman, everything was about understanding, regardless of whether he was doing research or teaching.",376444506
376444507,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,"The first type of links are those on notes that are giving you the overview of a topic. These are notes directly referred to from the index and usually used as an entry point into a topic that has already developed to such a degree that an overview is needed or at least becomes helpful. On a note like this, you can collect links to other relevant notes to this topic or question, preferably with a short indication of what to find on these notes",376444507
376444508,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,"The most common form of reference is plain note-to-note links. They have no function other than indicating a relevant connection between two individual notes. By linking two related notes regardless of where they are within the slip-box or within different contexts, surprising new lines of thought can be established. These note-to-note links are like the “weak links” (Granovetter 1973) of social relationships we have with acquaintances: even though they are usually not the ones we turn to first, they often can offer new and different perspectives. These links can help us to find surprising connections and similarities between seemingly unrelated topics.",376444508
376444509,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,"We learn something not only when we connect it to prior knowledge and try to understand its broader implications (elaboration), but also when we try to retrieve it at different times (spacing) in different contexts (variation), ideally with the help of chance (contextual interference) and with a deliberate effort (retrieval). The slip-box not only provides us with the opportunity to learn in this proven way, it forces us to do exactly what is recommended just by using it. We have to elaborate on what we read just to be able to write it down and translate it into different contexts.",376444509
402992217,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"Knowledge assets can come from either the external world or your inner thoughts. External knowledge could include: Highlights: Insightful passages from books or articles you read. Quotes: Memorable passages from podcasts or audiobooks you listen to. Bookmarks and favorites: Links to interesting content you find on the web or favorited social media posts. Voice memos: Clips recorded on your mobile device as “notes to self.” Meeting notes: Notes you take about what was discussed during meetings or phone calls. Images: Photos or other images that you find inspiring or interesting. Takeaways: Lessons from courses, conferences, or presentations you’ve attended.",402992217
402992218,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"As you start collecting this material from the outer world, it often sparks new ideas and realizations in your inner world. You can capture those thoughts too! They could include: Stories: Your favorite anecdotes, whether they happened to you or someone else. Insights: The small (and big) realizations you have. Memories: Experiences from your life that you don’t want to forget. Reflections: Personal thoughts and lessons written in a journal or diary. Musings: Random “shower ideas” that pop into your head.",402992218
406891963,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"The goal of organizing our knowledge is to move our goals forward, not get a PhD in notetaking. Knowledge is best applied through execution, which means whatever doesn’t help you make progress on your projects is probably detracting from them.",406891963
463559130,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"2017, I decided to create an online course called “Building a Second Brain” to teach my system on a wider scale.II In the years since, that program has produced thousands of graduates from more than one hundred countries and every walk of life, creating an engaged and inquisitive community where the lessons in this book have been honed and refined. In the next couple of chapters, I’ll show you how the practice of creating a Second Brain is part of a long legacy of thinkers and creators who came before us—writers, scientists, philosophers, leaders, and everyday people who strived to remember and achieve more. Then I’ll introduce you to a few basic principles and tools you’ll need to set yourself up to succeed. Part Two, “The",463559130
472812824,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,"In the old system, the question is: Under which topic do I store this note? In the new system, the question is: In which context will I want to stumble upon it again?",472812824
472812825,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Robert and Elizabeth Ligon Bjork from the University of California suggest distinguishing between two different measurements when it comes to memory: Storage strength and retrieval strength (Bjork 2011).,472812825
472923591,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"The best way to organize your notes is to organize for action, according to the active projects you are working on right now. Consider new information in terms of its utility, asking, “How is this going to help me move forward one of my current projects?”",472923591
481016834,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"Before we do anything with our ideas, we have to “off-load” them from our minds and put them into concrete form. Only when we declutter our brain of complex ideas can we think clearly and start to work with those ideas effectively.",481016834
481016835,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"Watson and Crick’s breakthrough is well recognized, but there is a part of their story that is much less well known. An important tool of the researchers was building physical models, an approach they borrowed from American biochemist Linus Pauling. They made cardboard cutouts to approximate the shapes of the molecules they knew were part of DNA’s makeup and, like a puzzle, experimented with different ways of putting them together. They would shift around their models on their desktops, trying to find a shape that fit everything they knew about how the molecules were arranged.",481016835
496905538,16218235,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"Information isn’t a luxury—it is the very basis of our survival. Just as with the food we put into our bodies, it is our responsibility and right to choose our information diet. It’s up to us to decide what information is good for us, what we want more of and less of, and ultimately, what we do with it. You are what you consume, and that applies just as much to information as to nutrition. A Second Brain gives us a way to filter the information stream and curate only the very best ideas we encounter in a private, trusted place. Think of it as planting your own “knowledge garden” where you are free to cultivate your ideas and develop your own thinking away from the deafening noise of other people’s opinions.",496905538
514356011,26811735,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Knowhow is the tacit computational capacity that allows us to perform actions, and it is accumulated at both the individual and collective levels.",514356011
514356012,26811735,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"In a physical system, information is the opposite of entropy, as it involves uncommon and highly correlated configurations that are difficult to arrive at.",514356012
514356013,26811735,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Humans are special animals when it comes to information, because unlike other species, we have developed an enormous ability to encode large volumes of information outside our bodies.",514356013
514356014,26811735,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Extreme bureaucracy generates large networks connecting many people but few personbytes. Most of the personbytes available are consumed by internal procedures, such as lengthy and politicized approval processes. As a result, such networks are weighed down by their own links, and although large, they become unable to generate or accumulate much knowhow and knowledge.",514356014
514356015,26811735,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Humans, and some machines, have the ability to interpret messages and infuse them with meaning. But what travels through the wires or electromagnetic waves is not that meaning. It is simpler. It is just information.",514356015
514356016,26811735,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"To battle disorder and allow information to grow, our universe has a few tricks up its sleeve. These tricks involve out-of-equilibrium systems, the accumulation of information in solids, and the ability of matter to compute.",514356016
514356017,26811735,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Our ability to crystallize imagination teaches us an important lesson about the complexity of economies: markets do not make us richer but wiser, since they produce wealth as long as they give us indirect access to the practical uses of the knowledge and imagination that our species has been able to accumulate.",514356017
514356018,26811735,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Prigogine produced many important insights, but the one that is of concern to us here is the idea that information emerges naturally in the steady states of physical systems that are out of equilibrium.",514356018
514356019,26811735,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Yet in a world where knowledge and knowhow are trapped in social networks and are difficult to copy, we should expect large differences in countries’ abilities to crystallize imagination, since differences in the knowledge and knowhow available in a given country should be reflected in the set of products that each country is able to produce.",514356019
514356020,26811735,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,Prigogine showed that the steady states that matter reaches in systems that are out of equilibrium tend to be organized. After chaos there is information.,514356020
540492161,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Information is incorporeal, but it is always physically embodied. Information is not a thing; rather, it is the arrangement of physical things. It is physical order, like what distinguishes different shuffles of a deck of cards. What is surprising to most people, however, is that information is meaningless, even though the meaningless nature of information, much like its physicality, is often misunderstood.",540492161
547332524,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"We infuse messages with meaning automatically, fooling ourselves to believe that the meaning of a message is carried in the message. But it is not. This is only an illusion. Meaning is derived from context and prior knowledge. Meaning is the interpretation that a knowledge agent, such as a human, gives to a message, but it is different from the physical order that carries the message, and different from the message itself. Meaning emerges when a message reaches a life-form or a machine with the ability to process information;",547332524
547332525,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"To battle disorder and allow information to grow, our universe has a few tricks up its sleeve. These tricks involve out-of-equilibrium systems, the accumulation of information in solids, and the ability of matter to compute. Together these three mechanisms contribute to the growth of information in small islands or pockets where information can grow and hide, like our body or our planet.",547332525
