Text_ID,Father_ID,Father_Name,Author_name,Source,Mention text,Start_pos,End_pos,Entity Name,DBpedia URL,Confidence,Description,Semantic Categories,DBpedia Types
110306480,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,understanding,83,96,Understanding,http://dbpedia.org/resource/Understanding,0.7497,"Understanding is a cognitive process related to an abstract or physical object, such as a person, situation, or message whereby one is able to use concepts to model that object.","['Cognition', 'Concepts in epistemology', 'Concepts in metaphilosophy', 'Concepts in metaphysics', 'Concepts in the philosophy of mind', 'Intelligence', 'Knowledge', 'Metaphysics of mind', 'Ontology', 'Thought', 'Virtue']",[]
110306480,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,ideas,112,117,Idea,http://dbpedia.org/resource/Idea,0.742,"In common usage and in philosophy, ideas are the results of thought. Also in philosophy, ideas can also be mental representational images of some object. Many philosophers have considered ideas to be a fundamental ontological category of being. The capacity to create and understand the meaning of ideas is considered to be an essential and defining feature of human beings.","['A priori', 'Abstraction', 'Cognition', 'Concepts in epistemology', 'Concepts in metaphilosophy', 'Creativity', 'Free will', 'Idealism', 'Innovation', 'Mental content', 'Mental processes', 'Metaphysics of mind', 'Mind–body problem', 'Observation', 'Ontology', 'Perception', 'Platonism', 'Qualia', 'Rationalism', 'Reasoning', 'Sources of knowledge', 'Subjective experience', 'Thought']",[]
290432993,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,self-control,19,31,Self-control,http://dbpedia.org/resource/Self-control,0.7462,"Self-control, an aspect of inhibitory control, is the ability to regulate one's emotions, thoughts, and behavior in the face of temptations and impulses. As an executive function, it is a cognitive process that is necessary for regulating one's behavior in order to achieve specific goals.","['Autonomy', 'Honor', 'Justice', 'Motivation', 'Self-control', 'Self', 'Virtue']",[]
290432993,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,willpower,191,200,Self-control,http://dbpedia.org/resource/Self-control,0.7238,"Self-control, an aspect of inhibitory control, is the ability to regulate one's emotions, thoughts, and behavior in the face of temptations and impulses. As an executive function, it is a cognitive process that is necessary for regulating one's behavior in order to achieve specific goals.","['Autonomy', 'Honor', 'Justice', 'Motivation', 'Self-control', 'Self', 'Virtue']",[]
290432993,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,willpower,274,283,Self-control,http://dbpedia.org/resource/Self-control,0.7098,"Self-control, an aspect of inhibitory control, is the ability to regulate one's emotions, thoughts, and behavior in the face of temptations and impulses. As an executive function, it is a cognitive process that is necessary for regulating one's behavior in order to achieve specific goals.","['Autonomy', 'Honor', 'Justice', 'Motivation', 'Self-control', 'Self', 'Virtue']",[]
290432993,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,willpower,517,526,Self-control,http://dbpedia.org/resource/Self-control,0.7321,"Self-control, an aspect of inhibitory control, is the ability to regulate one's emotions, thoughts, and behavior in the face of temptations and impulses. As an executive function, it is a cognitive process that is necessary for regulating one's behavior in order to achieve specific goals.","['Autonomy', 'Honor', 'Justice', 'Motivation', 'Self-control', 'Self', 'Virtue']",[]
290432993,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,willpower,550,559,Self-control,http://dbpedia.org/resource/Self-control,0.7488,"Self-control, an aspect of inhibitory control, is the ability to regulate one's emotions, thoughts, and behavior in the face of temptations and impulses. As an executive function, it is a cognitive process that is necessary for regulating one's behavior in order to achieve specific goals.","['Autonomy', 'Honor', 'Justice', 'Motivation', 'Self-control', 'Self', 'Virtue']",[]
290432993,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,willpower,583,592,Self-control,http://dbpedia.org/resource/Self-control,0.7488,"Self-control, an aspect of inhibitory control, is the ability to regulate one's emotions, thoughts, and behavior in the face of temptations and impulses. As an executive function, it is a cognitive process that is necessary for regulating one's behavior in order to achieve specific goals.","['Autonomy', 'Honor', 'Justice', 'Motivation', 'Self-control', 'Self', 'Virtue']",[]
290432993,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,self-discipline,36,51,Discipline,http://dbpedia.org/resource/Discipline,0.6747,"Discipline the practice of training people to obey rules or a code of behavior, using punishment to correct disobedience.","['Behavior modification', 'Codes of conduct', 'Training', 'Virtue']",[]
290432993,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,meaningful,478,488,Semantics,http://dbpedia.org/resource/Semantics,0.6856,"Semantics is the study of reference, meaning, or truth. The term can be used to refer to subfields of several distinct disciplines, including philosophy, linguistics and computer science.","['Concepts in logic', 'Grammar', 'Linguistics terminology', 'Meaning (philosophy of language)', 'Semantics', 'Social philosophy']",[]
290432993,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,writing,675,682,Writing,http://dbpedia.org/resource/Writing,0.6842,"Writing is a cognitive and social activity involving neuropsychological and physical processes and the use of writing systems to structure and translate human thoughts into persistent representations of human language. A system of writing relies on many of the same semantic structures as the language it represents, such as lexicon and syntax, with the added dependency of a system of symbols representing that language's phonology and morphology. Nevertheless, written language may take on characteristics distinctive from any available in spoken language.","['Behavior', 'Human communication', 'Language', 'Nonverbal communication', 'Writing', 'Writing systems', 'Written communication']",[]
290432993,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,play,710,714,Play (activity),http://dbpedia.org/resource/Play_(activity),0.6862,"Play is a range of  activities done for recreational pleasure and enjoyment. Play is commonly associated with children and juvenile-level activities, but may be engaged in at any life stage, and among other higher-functioning animals as well, most notably mammals and birds.","['Behavior', 'Childhood', 'Ethology', 'Learning', 'Play (activity)']",[]
290432995,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,willpower,246,255,Will (philosophy),http://dbpedia.org/resource/Will_(philosophy),0.7053,"Will, within philosophy, is a faculty of the mind. Will is important as one of the parts of the mind, along with reason and understanding. It is considered central to the field of ethics because of its role in enabling deliberate action.","['Action (philosophy)', 'Autonomy', 'Causality', 'Concepts in epistemology', 'Concepts in ethics', 'Concepts in logic', 'Concepts in metaphilosophy', 'Concepts in metaphysics', 'Concepts in political philosophy', 'Concepts in social philosophy', 'Concepts in the philosophy of history', 'Concepts in the philosophy of mind', 'Concepts in the philosophy of science', 'Consciousness', 'Epistemological theories', 'Existentialist concepts', 'Free will', 'History of logic', 'History of philosophy', 'History of psychology', 'Intellectual history', 'Mental processes', 'Metaphysical theories', 'Metaphysics', 'Metaphysics of mind', 'Mind', 'Perception', 'Philosophy of mind', 'Psychological concepts', 'Religious philosophical concepts', 'Social philosophy', 'Theory of mind', 'Unsolved problems in neuroscience']",[]
290432995,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,process,326,333,Scientific method,http://dbpedia.org/resource/Scientific_method,0.6555,"The scientific method is an empirical method for acquiring knowledge that has characterized the development of science since at least the 17th century (with notable practitioners in previous centuries; see the article history of scientific method for additional detail) It involves careful observation, applying rigorous skepticism about what is observed, given that cognitive assumptions can distort how one interprets the observation. It involves formulating hypotheses, via induction, based on such observations; the testability of hypotheses, experimental and the measurement-based statistical testing of deductions drawn from the hypotheses; and refinement (or elimination) of the hypotheses based on the experimental findings. These are principles of the scientific method, as distinguished from a definitive series of steps applicable to all scientific enterprises.","['Empiricism', 'Philosophy of science', 'Scientific method', 'Scientific revolution']",[]
290432995,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,research,339,347,Scientific method,http://dbpedia.org/resource/Scientific_method,0.6683,"The scientific method is an empirical method for acquiring knowledge that has characterized the development of science since at least the 17th century (with notable practitioners in previous centuries; see the article history of scientific method for additional detail) It involves careful observation, applying rigorous skepticism about what is observed, given that cognitive assumptions can distort how one interprets the observation. It involves formulating hypotheses, via induction, based on such observations; the testability of hypotheses, experimental and the measurement-based statistical testing of deductions drawn from the hypotheses; and refinement (or elimination) of the hypotheses based on the experimental findings. These are principles of the scientific method, as distinguished from a definitive series of steps applicable to all scientific enterprises.","['Empiricism', 'Philosophy of science', 'Scientific method', 'Scientific revolution']",[]
290432995,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,thinking,349,357,Thought,http://dbpedia.org/resource/Thought,0.7033,"In their most common sense, the terms thought and thinking refer to conscious cognitive processes that can happen independently of sensory stimulation. Their most paradigmatic forms are judging, reasoning, concept formation, problem solving, and deliberation. But other mental processes, like considering an idea, memory, or imagination, are also often included. These processes can happen internally independent of the sensory organs, unlike perception. But when understood in the widest sense, any mental event may be understood as a form of thinking, including perception and unconscious mental processes. In a slightly different sense, the term thought refers not to the mental processes themselves but to mental states or systems of ideas brought about by these processes.","['Abstraction', 'Cognition', 'Cognitive psychology', 'Cognitive science', 'Concepts in ancient Greek metaphysics', 'Concepts in ancient Greek philosophy of mind', 'Concepts in epistemology', 'Concepts in metaphilosophy', 'Consciousness studies', 'Creativity', 'Emergence', 'Empiricism', 'Free will', 'Idealism', 'Intelligence', 'Mental content', 'Mental processes', 'Metaphysics of mind', 'Mind–body problem', 'Neuropsychological assessment', 'Observation', 'Ontology', 'Perception', 'Qualia', 'Rationalism', 'Reasoning', 'Sensory systems', 'Sources of knowledge', 'Subjective experience', 'Theory of mind', 'Thought', 'Unsolved problems in neuroscience']",[]
290432995,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,insight,436,443,Insight,http://dbpedia.org/resource/Insight,0.6977,Insight is the understanding of a specific cause and effect within a particular context. The term insight can have several related meanings:,"['Critical thinking', 'Epistemology', 'Sources of knowledge']",[]
290432995,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,understanding,445,458,Understanding,http://dbpedia.org/resource/Understanding,0.6917,"Understanding is a cognitive process related to an abstract or physical object, such as a person, situation, or message whereby one is able to use concepts to model that object.","['Cognition', 'Concepts in epistemology', 'Concepts in metaphilosophy', 'Concepts in metaphysics', 'Concepts in the philosophy of mind', 'Intelligence', 'Knowledge', 'Metaphysics of mind', 'Ontology', 'Thought', 'Virtue']",[]
290432995,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,misunderstanding,796,812,Understanding,http://dbpedia.org/resource/Understanding,0.6916,"Understanding is a cognitive process related to an abstract or physical object, such as a person, situation, or message whereby one is able to use concepts to model that object.","['Cognition', 'Concepts in epistemology', 'Concepts in metaphilosophy', 'Concepts in metaphysics', 'Concepts in the philosophy of mind', 'Intelligence', 'Knowledge', 'Metaphysics of mind', 'Ontology', 'Thought', 'Virtue']",[]
290432995,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,mantra,640,646,Mantra,http://dbpedia.org/resource/Mantra,0.7508,"A mantra (Pali: manta) or mantram (Devanagari: मन्त्रम्) is a sacred utterance, a numinous sound, a syllable, word or phonemes, or group of words in Sanskrit, Pali and other languages believed by practitioners to have religious, magical or spiritual powers. Some mantras have a syntactic structure and literal meaning, while others do not.","['Buddhist chants', 'Hindu philosophical concepts', 'Indian poetics', 'Mantras', 'Meditation', 'Puja (Hinduism)', 'Religious formulas', 'Spiritual practice']",[]
290432996,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,right,134,139,Rights,http://dbpedia.org/resource/Rights,0.7013,"Rights are legal, social, or ethical principles of freedom or entitlement; that is, rights are the fundamental normative rules about what is allowed of people or owed to people according to some legal system, social convention, or ethical theory. Rights are of essential importance in such disciplines as law and ethics, especially theories of justice and deontology.","['Concepts in ethics', 'Legal doctrines and principles', 'Libertarian theory', 'Rights', 'Social concepts', 'Theories of law']",[]
290432996,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,idea,188,192,Idea,http://dbpedia.org/resource/Idea,0.7351,"In common usage and in philosophy, ideas are the results of thought. Also in philosophy, ideas can also be mental representational images of some object. Many philosophers have considered ideas to be a fundamental ontological category of being. The capacity to create and understand the meaning of ideas is considered to be an essential and defining feature of human beings.","['A priori', 'Abstraction', 'Cognition', 'Concepts in epistemology', 'Concepts in metaphilosophy', 'Creativity', 'Free will', 'Idealism', 'Innovation', 'Mental content', 'Mental processes', 'Metaphysics of mind', 'Mind–body problem', 'Observation', 'Ontology', 'Perception', 'Platonism', 'Qualia', 'Rationalism', 'Reasoning', 'Sources of knowledge', 'Subjective experience', 'Thought']",[]
290432996,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,idea,257,261,Idea,http://dbpedia.org/resource/Idea,0.7351,"In common usage and in philosophy, ideas are the results of thought. Also in philosophy, ideas can also be mental representational images of some object. Many philosophers have considered ideas to be a fundamental ontological category of being. The capacity to create and understand the meaning of ideas is considered to be an essential and defining feature of human beings.","['A priori', 'Abstraction', 'Cognition', 'Concepts in epistemology', 'Concepts in metaphilosophy', 'Creativity', 'Free will', 'Idealism', 'Innovation', 'Mental content', 'Mental processes', 'Metaphysics of mind', 'Mind–body problem', 'Observation', 'Ontology', 'Perception', 'Platonism', 'Qualia', 'Rationalism', 'Reasoning', 'Sources of knowledge', 'Subjective experience', 'Thought']",[]
290432996,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,ideas,552,557,Idea,http://dbpedia.org/resource/Idea,0.7346,"In common usage and in philosophy, ideas are the results of thought. Also in philosophy, ideas can also be mental representational images of some object. Many philosophers have considered ideas to be a fundamental ontological category of being. The capacity to create and understand the meaning of ideas is considered to be an essential and defining feature of human beings.","['A priori', 'Abstraction', 'Cognition', 'Concepts in epistemology', 'Concepts in metaphilosophy', 'Creativity', 'Free will', 'Idealism', 'Innovation', 'Mental content', 'Mental processes', 'Metaphysics of mind', 'Mind–body problem', 'Observation', 'Ontology', 'Perception', 'Platonism', 'Qualia', 'Rationalism', 'Reasoning', 'Sources of knowledge', 'Subjective experience', 'Thought']",[]
290432996,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,ideas,610,615,Idea,http://dbpedia.org/resource/Idea,0.7346,"In common usage and in philosophy, ideas are the results of thought. Also in philosophy, ideas can also be mental representational images of some object. Many philosophers have considered ideas to be a fundamental ontological category of being. The capacity to create and understand the meaning of ideas is considered to be an essential and defining feature of human beings.","['A priori', 'Abstraction', 'Cognition', 'Concepts in epistemology', 'Concepts in metaphilosophy', 'Creativity', 'Free will', 'Idealism', 'Innovation', 'Mental content', 'Mental processes', 'Metaphysics of mind', 'Mind–body problem', 'Observation', 'Ontology', 'Perception', 'Platonism', 'Qualia', 'Rationalism', 'Reasoning', 'Sources of knowledge', 'Subjective experience', 'Thought']",[]
290432996,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,experience,231,241,Experience,http://dbpedia.org/resource/Experience,0.7316,"Experience refers to conscious events in general, more specifically to perceptions, or to the practical knowledge and familiarity that is produced by these processes. Understood as a conscious event in the widest sense, experience involves a subject to which various items are presented. In this sense, seeing a yellow bird on a branch presents the subject with the objects ""bird"" and ""branch"", the relation between them and the property ""yellow"". Unreal items may be included as well, which happens when experiencing hallucinations or dreams. When understood in a more restricted sense, only sensory consciousness counts as experience. In this sense, experience is usually identified with perception and contrasted with other types of conscious events, like thinking or imagining. In a slightly different sense, experience refers not to the conscious events themselves but to the practical knowledge and familiarity they produce. In this sense, it is important that direct perceptual contact with the external world is the source of knowledge. So an experienced hiker is someone who actually lived through many hikes, not someone who merely read many books about hiking. This is associated both with recurrent past acquaintance and the abilities learned through them.","['Concepts in epistemology', 'Concepts in metaphilosophy', 'Concepts in metaphysics', 'Concepts in the philosophy of mind', 'Concepts in the philosophy of science', 'Consciousness', 'Critical thinking', 'Empiricism', 'Epistemological theories', 'Epistemology of science', 'History of philosophy', 'History of science', 'Intellectual history', 'Knowledge', 'Metaphysical theories', 'Metaphysics of mind', 'Mind', 'Perception', 'Phenomenology', 'Philosophy of mind', 'Philosophy of science', 'Sources of knowledge', 'Thought']",[]
290432996,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,questions,292,301,Meaning of life,http://dbpedia.org/resource/Meaning_of_life,0.7116,"The meaning of life pertains to the significance of living or existence in general. Many other related questions include: ""Why are we here?"", ""What is life all about?"", or ""What is the purpose of existence?"" There have been many proposed answers to these questions from many different cultural and ideological backgrounds. The search for life's meaning has produced much philosophical, scientific, theological, and metaphysical speculation throughout history. Different people and cultures believe different things for the answer to this question.","['Axiological theories', 'Axiology', 'Concepts in aesthetics', 'Concepts in ancient Greek metaphysics', 'Concepts in epistemology', 'Concepts in ethics', 'Concepts in metaphilosophy', 'Concepts in metaphysics', 'Concepts in social philosophy', 'Concepts in the philosophy of mind', 'Concepts in the philosophy of science', 'Critical thinking', 'Epistemology', 'Ethics', 'Existentialism', 'Existentialist concepts', 'History of philosophy', 'History of religion', 'Intellectual history', 'Meta-ethics', 'Metaphilosophy', 'Metaphysical theories', 'Metaphysics', 'Metaphysics of mind', 'Morality', 'Ontology', 'Philosophical concepts', 'Philosophical problems', 'Philosophical theories', 'Philosophy of life', 'Philosophy of mind', 'Religion and science', 'Religious philosophical concepts', 'Social philosophy', 'Spirituality', 'Value (ethics)']",[]
290432996,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,time,347,351,Time,http://dbpedia.org/resource/Time,0.7044,"Time is the continued sequence of existence and events that occurs in an apparently irreversible succession from the past, through the present, into the future. It is a component quantity of various measurements used to sequence events, to compare the duration of events or the intervals between them, and to quantify rates of change of quantities in material reality or in the conscious experience. Time is often referred to as a fourth dimension, along with three spatial dimensions.","['Concepts in aesthetics', 'Concepts in epistemology', 'Concepts in metaphysics', 'Concepts in the philosophy of mind', 'Concepts in the philosophy of science', 'Main topic articles', 'Metaphysical theories', 'Ontology', 'Perception', 'Philosophy of time', 'Physical phenomena', 'Qualia', 'Reality', 'SI base quantities', 'Scalar physical quantities', 'Spacetime', 'Time']",[]
290432996,6297743,"How to Take Smart Notes: One Simple Technique to Boost Writing,  Learning and Thinking  for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,Dandelion,literature,399,409,Literature,http://dbpedia.org/resource/Literature,0.6985,"Literature is any collection of written work, but it is also used more narrowly for writings specifically considered to be an art form, especially prose fiction, drama, poetry, and including both print and digital writing. In recent centuries, the definition has expanded to include oral literature, also known as orature much of which has been transcribed. Literature is a method of recording, preserving, and transmitting knowledge and entertainment, and can also have a social, psychological, spiritual, or political role.",['Literature'],[]
