,Father_ID,Father_name,Author_name,Text,Text_ID
547332524,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"We infuse messages with meaning automatically, fooling ourselves to believe that the meaning of a message is carried in the message. But it is not. This is only an illusion. Meaning is derived from context and prior knowledge. Meaning is the interpretation that a knowledge agent, such as a human, gives to a message, but it is different from the physical order that carries the message, and different from the message itself. Meaning emerges when a message reaches a life-form or a machine with the ability to process information;",547332524
547332525,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"To battle disorder and allow information to grow, our universe has a few tricks up its sleeve. These tricks involve out-of-equilibrium systems, the accumulation of information in solids, and the ability of matter to compute. Together these three mechanisms contribute to the growth of information in small islands or pockets where information can grow and hide, like our body or our planet.",547332525
547332526,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"The delivery room where Iris made her journey was full of tangible objects, but those objects, per se, were not what made the world she found modern. The difference between the world where Iris was born and the world of early hominids resides not in the physicality of matter but in the way in which matter is arranged. That physical order is information. Iris’ nighttime delivery was facilitated not by objects, but by the information embodied in these objects and by the practical uses of knowledge and knowhow that these objects implicitly carry. Her nighttime delivery was illuminated not just by light bulbs but by the understanding of electricity, energy, and materials embodied in those light bulbs. Iris was kept warm that night not by a random collection of threads but by blankets that wove together matter, knowledge, and imagination. Paradoxically, Iris was born into a nonfictional world that, although tangible, is made of fiction. This world is different from the one in which our species evolved only in the way in which matter is arranged.",547332526
547332527,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Humans are special animals when it comes to information, because unlike other species, we have developed an enormous ability to encode large volumes of information outside our bodies. Naively, we can think of this information as the information we encode in books, sheet music, audio recordings, and video. Yet for longer than we have been able to write we have been embodying information in artifacts or objects, from arrows to microwave ovens, from stone axes to the physical Internet. So our ability to produce chairs, computers, tablecloths, and wineglasses is a simple answer to the eternal question: what is the difference between us, humans, and all other species? The answer is that we are able to create physical instantiations of the objects we imagine, while other species are stuck with nature’s inventory.",547332527
547332528,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Knowhow is the tacit computational capacity that allows us to perform actions, and it is accumulated at both the individual and collective levels.",547332528
547332529,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"The case of society and economies is the one that is most complex, as here the accumulation of knowledge and knowhow becomes highly constrained. Much like information, which is embodied in objects, knowledge and knowhow always need to be physically embodied. Yet unlike information, knowledge and knowhow are embodied in humans and networks of humans that have a finite capacity to embody knowledge and knowhow. The finiteness of humans and of the networks we form limits our ability to accumulate and transmit knowledge and knowhow, leading to spatial accumulations of knowledge and knowhow that result in global inequality.",547332529
547332530,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"So the central actors that I will use to describe the growth of information in our planet include physical objects, as the physical embodiment of information, and people, as the fundamental embodiment of knowledge and knowhow. From this fundamental perspective we will describe the economy as the system by which people accumulate knowledge and knowhow to create packets of physical order, or products, that augment our capacity to accumulate more knowledge and knowhow and, in turn, accumulate more information. We will focus largely on the growth of information, knowledge, and knowhow in the economy by first creating a theory of products in terms of physical order and then explaining the social and economic mechanisms that enable our society to accumulate the knowledge and knowhow we need to produce products.",547332530
547332531,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"The car’s dollar value evaporated in the crash not because the crash destroyed the atoms that made up the Bugatti but because the crash changed the way in which these were arranged. As the parts that made the Bugatti were pulled apart and twisted, the information that was embodied in the Bugatti was largely destroyed. This is another way of saying that the $2.5 million worth of value was stored not in the car’s atoms but in the way those atoms were arranged.3 That arrangement is information.4",547332531
547332532,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"According to Shannon, information is the minimum volume of data we need to specify a message, any message.",547332532
547332533,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"It is worth noting that entropy, even though commonly associated with disorder, is not exactly a measure of disorder. Entropy measures the multiplicity of a state (the number of states that are equivalent). It so happens, however, that disordered states tend to have high multiplicity, so in practice high-entropy states are extremely likely to be disordered. That is why equating disorder with entropy is not such a bad simplification. Yet entropy can increase without increasing disorder.",547332533
547332534,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"So in Shannon’s language, information and entropy are functionally equivalent because the number of bits you need to specify a message (Shannon’s information) is a function of the number of possible messages that could be transmitted (the multiplicity of states, which we know as entropy).",547332534
547332535,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"In a physical system, information is the opposite of entropy, as it involves uncommon and highly correlated configurations that are difficult to arrive at. Uncommon configurations of atoms, like a Bugatti or a guitar, embody more information than more common configurations of the same atoms,",547332535
547332536,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Also, the DNA example tells us that the presence of information is independent from our ability to decode it.",547332536
547332537,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"The correlations that characterize the information we transmit through human forms of communication (such as English) or biological forms of communications (such as DNA) are there whether we know how to decode them or not. They are a characteristic of information-rich states, not of who is observing them. This tells us that when it comes to communication, the meaningful rides on the meaningless. Our ability to transmit meaningful messages builds on the prior existence of meaningless forms of physical order. These meaningless forms of order are what information truly is.*",547332537
547332538,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"information-rich states are hard to find, not only because they are rare but also because there are few paths leading to them.",547332538
583516114,31385202,The Knowledge Illusion: The myth of individual thought and the power of collective wisdom,Steven Sloman and Philip Fernbach,"individual knowledge is remarkably shallow, only scratching the surface of the true complexity of the world, and yet we often don’t realize how little we understand. The result is that we are often overconfident, sure we are right about things we know little about.",583516114
583516115,31385202,The Knowledge Illusion: The myth of individual thought and the power of collective wisdom,Steven Sloman and Philip Fernbach,"The human mind is not like a desktop computer, designed to hold reams of information. The mind is a flexible problem solver that evolved to extract only the most useful information to guide decisions in new situations. As a consequence, individuals store very little detailed information about the world in their heads. In that sense, people are like bees and society a beehive: Our intelligence resides not in individual brains but in the collective mind. To function, individuals rely not only on knowledge stored within our skulls but also on knowledge stored elsewhere: in our bodies, in the environment, and especially in other people. When you put it all together, human thought is incredibly impressive. But it is a product of a community, not of any individual alone.",583516115
583516116,31385202,The Knowledge Illusion: The myth of individual thought and the power of collective wisdom,Steven Sloman and Philip Fernbach,"Nobody could be a master of every facet of even a single thing. Even the simplest objects require complex webs of knowledge to manufacture and use. We haven’t even mentioned really complicated things that arise in nature such as bacteria, trees, hurricanes, love, and the process of reproduction. How do those work? Most people can’t tell you how a coffeemaker works, how glue holds paper together, or how the focus works on a camera, let alone something as complex as love. Our point is not that people are ignorant. It’s that people are more ignorant than they think they are. We all suffer, to a greater or lesser extent, from an illusion of understanding, an illusion that we understand how things work when in fact our understanding is meager.",583516116
583516117,31385202,The Knowledge Illusion: The myth of individual thought and the power of collective wisdom,Steven Sloman and Philip Fernbach,"We can’t possibly understand everything, and the sane among us don’t even try. We rely on abstract knowledge, vague and unanalyzed. We’ve all seen the exceptions—people who cherish detail and love to talk about it at great length, sometimes in fascinating ways. And we all have domains in which we are experts, in which we know a lot in exquisite detail. But on most subjects, we connect only abstract bits of information, and what we know is little more than a feeling of understanding we can’t really unpack. In fact, most knowledge is little more than a bunch of associations, high-level links between objects or people that aren’t broken down into detailed stories. So why don’t we realize the depth of our ignorance? Why do we think we understand things deeply, that we have systematic webs of knowledge that make sense of everything, when the reality is so different? Why do we live in an illusion of understanding?",583516117
583516118,31385202,The Knowledge Illusion: The myth of individual thought and the power of collective wisdom,Steven Sloman and Philip Fernbach,Thought is for action. Thinking evolved as an extension of the ability to act effectively; it evolved to make us better at doing what’s necessary to achieve our goals. Thought allows us to select from among a set of possible actions by predicting the effects of each action and by imagining how the world would be if we had taken different actions in the past.,583516118
583516119,31385202,The Knowledge Illusion: The myth of individual thought and the power of collective wisdom,Steven Sloman and Philip Fernbach,"Memory can help indicate which actions have been most effective under similar conditions in the past, and reasoning can help predict what will happen under new conditions. The ability to think vastly increases the effectiveness of action. In that sense, thought is an extension of action.",583516119
583516120,31385202,The Knowledge Illusion: The myth of individual thought and the power of collective wisdom,Steven Sloman and Philip Fernbach,"If you’re like most people and you’re not interested in investigating the insides of a coffee machine, then you know even less detail about how it works. Your causal understanding is limited to only what you need to know: how to make the thing work (with any luck you’ve mastered that). The mind is not built to acquire details about every individual object or situation. We learn from experience so that we can generalize to new objects and situations. The ability to act in a new context requires understanding only the deep regularities in the way the world works, not the superficial details.",583516120
583516121,31385202,The Knowledge Illusion: The myth of individual thought and the power of collective wisdom,Steven Sloman and Philip Fernbach,"The secret to our success is that we live in a world in which knowledge is all around us. It is in the things we make, in our bodies and workspaces, and in other people. We live in a community of knowledge. We have access to huge amounts of knowledge that sit in other people’s heads: We have our friends and family who each have their little domains of expertise. We have experts that we can contact to, say, fix our dishwasher when it breaks down for the umpteenth time. We have professors and talking heads on television to inform us about events and how things work. We have books, and we have the richest source of information of all time at our fingertips, the Internet.",583516121
583516122,31385202,The Knowledge Illusion: The myth of individual thought and the power of collective wisdom,Steven Sloman and Philip Fernbach,"There has always been what cognitive scientists like to call a division of cognitive labor. From the beginning of civilization, people have developed distinctive expertise within their group, clan, or society. They have become the local expert on agriculture, medicine, manufacturing, navigating, music, storytelling, cooking, hunting, fighting, or one of many other specialties. One individual may have some expertise in more than one skill, perhaps several, but never all, and never in every aspect of any one thing. No chef can cook all dishes. Though some are mighty impressive, no musician can play every instrument or every type of music. No one has ever been able to do everything. So we collaborate. That’s a major benefit of living in social groups, to make it easy to share our skills and knowledge. It’s not surprising that we fail to identify what’s in our heads versus what’s in others’, because we’re generally—perhaps always—doing things that involve both.",583516122
583516123,31385202,The Knowledge Illusion: The myth of individual thought and the power of collective wisdom,Steven Sloman and Philip Fernbach,"Sharing skills and knowledge is more sophisticated than it sounds. Human beings don’t merely make individual contributions to a project, like machines operating in an assembly line. Rather, we are able to work together, aware of others and what they are trying to accomplish. We pay attention together and we share goals. In the language of cognitive science, we share intentionality. This is a form of collaboration that you don’t see in other animals. We actually enjoy sharing our mind space with others. In one form, it’s called playing. Our skulls may delimit the frontier of our brains, but they do not delimit the frontier of our knowledge. The mind stretches beyond the brain to include the body, the environment, and people other than oneself, so the study of the mind cannot be reduced to the study of the brain. Cognitive science is not the same as neuroscience.",583516123
583516124,31385202,The Knowledge Illusion: The myth of individual thought and the power of collective wisdom,Steven Sloman and Philip Fernbach,"The knowledge illusion also affects how we should think about the most transformative technology of our age, the Internet. As the Internet becomes ever more integrated into our lives, the community of knowledge has never been richer, as vast, or as easily accessible. There are other implications too. Because we think communally, we tend to operate in teams. This means that the contributions we make as individuals depend more on our ability to work with others than on our individual mental horsepower. Individual intelligence is overrated. It also means that we learn best when we’re thinking with others.",583516124
583516125,31385202,The Knowledge Illusion: The myth of individual thought and the power of collective wisdom,Steven Sloman and Philip Fernbach,"What is true of face perception is true of all perception. Being smart is all about having the ability to extract deeper, more abstract information from the flood of data that comes into our senses. Instead of just reacting to the light, sounds, and smells that surround them, animals with sophisticated large brains respond to deep, abstract properties of the world that they are sensing. This allows them to detect extraordinarily subtle and complex similarities and differences in new situations that allow them to act effectively, even in situations they’ve never encountered before. The reason that deeper, more abstract information is helpful is that it can be used to pick out what we’re interested in from an incredibly complex array of possibilities, regardless of how the focus of our interest presents itself. We make use of abstract information to, for example, recognize familiar melodies. Once you’ve heard Brahms’s Lullaby, you can recognize it no matter what key it’s played in or what instrument it’s played on, even if it’s played with several errors. Whatever it is that allows us to recognize a familiar tune, it is not a memory of the specific event of hearing that tune in the past. It must be something quite abstract. We rely on this abstract information to recognize stuff all the time, and we’re not even aware that we’re doing so.",583516125
583516126,31385202,The Knowledge Illusion: The myth of individual thought and the power of collective wisdom,Steven Sloman and Philip Fernbach,The reason most of us are not hyperthymesics is because it would make us less successful at what we evolved to do. The mind is busy trying to choose actions by picking out the most useful stuff and leaving the rest behind. Remembering everything gets in the way of focusing on the deeper principles that allow us to recognize how a new situation resembles past situations and what kinds of actions will be effective.,583516126
583516127,31385202,The Knowledge Illusion: The myth of individual thought and the power of collective wisdom,Steven Sloman and Philip Fernbach,"Namely, the mind evolved to support our ability to act effectively. Thinking beings were more likely to survive than their competitors because they were more likely to take actions that benefited them in the short run and the long run. This has important implications for how we should understand the shape of thought. As brains get more complex, they get better at responding to deeper, more abstract cues from the environment, and this makes them ever more adaptive to new situations. This is critical to understanding the knowledge illusion: Storing details is often unnecessary to act effectively; a broad picture is generally all we need. Sometimes storing details is counterproductive, as in the case of hyperthymesics and Funes the Memorious. If we had evolved in an environment that favored other kinds of capacities rather than the ability to choose effective actions, the human mind would probably follow a different kind of logic than it does. If we evolved in a world that rewarded gambling on games of chance, we would probably be able to reason flawlessly about probability distributions and the laws of statistics. If we evolved in a world that rewarded deductive reasoning, we would probably all be like Spock, masterful at deducing conclusions. But most of us are miserable at both these things. Instead, we evolved in a world ruled by the logic of action, and that is why this kind of thought is so central to what makes us human. In the next chapter we will explain in more detail what the logic of action is and how it differs from other kinds of logic.",583516127
591548145,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Prigogine produced many important insights, but the one that is of concern to us here is the idea that information emerges naturally in the steady states of physical systems that are out of equilibrium.",591548145
591548146,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"our planet is an out-of-equilibrium pocket inside a larger system—the universe—that is moving toward equilibrium. In fact, our planet has never been close to any form of equilibrium. The energy of the sun and the nuclear decay taking place in the Earth’s core drive our planet out of equilibrium, providing the energy required for information to emerge. We can think of our planet as a little whirlpool of information in an otherwise vast and barren cosmos.",591548146
591548147,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"So after chaos, the system organizes into a state that is highly organized, full of correlations and information. Prigogine showed that the steady states that matter reaches in systems that are out of equilibrium tend to be organized. After chaos there is information.",591548147
591548148,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Prigogine showed that the steady state of out-of-equilibrium systems minimizes the production of entropy.6 What this means is that out-of-equilibrium systems self-organize into steady states in which order emerges spontaneously, minimizing the destruction of information.",591548148
591548149,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"So by combining the ideas of Prigogine and Schrödinger, we can understand where information comes from (the steady state of non-equilibrium systems) and why it sticks around (because it is stored in solids). The poetic oddity of this combination is that it tells us that our universe is both frozen and dynamic.",591548149
591548150,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"These systems tell us that computation precedes the origins of life just as much as information does. The chemical changes encoded by these systems are modifying the information encoded in these chemical compounds, and therefore they represent a fundamental form of computation. Life is a consequence of the ability of matter to compute.",591548150
591548151,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"For Prigogine, the past is not just unreachable; it simply does not exist. There is no past, although there was a past. In our universe, there is no past, and no future, but only a present that is being calculated at every instant. This instantaneous nature of reality is deep because it helps us connect statistical physics with computation. The instantaneous universe of Prigogine implies that the past is unreachable because it is incomputable at the micro level. Prigogine’s entropy barrier forbids the present to evolve into the past, except in idealized systems, like a pendulum or planetary orbits, which look the same going forward and backward (when there is no dissipation involved).",591548151
591548152,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,Thinking about products as crystals of imagination tells us that products do not just embody information but also imagination. This is information that we have generated through mental computations and then disembodied by creating an object that mimics the one we had in our head.,591548152
591548153,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Thinking of product exports in terms of crystallized imagination tells us that we live in a world in which some countries are net importers of imagination, while others are net exporters of it. The idea of crystallized imagination tells us that a country’s export structure carries information about more than just its abundance of capital and labor. A country’s export structure is a fingerprint that tells us about the ability of people in that country to create tangible instantiations of imaginary objects, such as automobiles, espresso machines, subway cars, and motorcycles, and of course about the myriad of specific factors that are needed to create these sophisticated products. In fact, the composition of a country’s exports informs us about the knowledge and knowhow that are embodied in that country’s population.3",591548153
591548154,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Thinking about products as crystals of imagination helps us understand the importance of the source of the information that is embodied in a product. Complex products are not just arrangements of atoms that perform functions; rather, they are ordered arrangements of atoms that originated as imagination. In some cases, this metaphor is quite literal.",591548154
591548155,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"when we are buying toothpaste we are not simply buying paste in a tube. Instead, we are buying access to the practical uses of the creativity of the person who invented toothpaste, the scientific knowledge informing the chemical synthesis that is required to make toothpaste, the knowhow required to synthesize sodium fluoride, put it inside a tube, and make it available across the planet, and the knowledge that fluoride makes our teeth stronger and has beneficial effects on our health.",591548155
591548156,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Products are magical also because they endow us with capacities that transcend our individual limits. Products augment us, and this is a great reason why we want them.",591548156
591548157,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"We also should consider the expressive component in the creation of products (even though this expressive component is, ironically, repressed in many people). We also crystallize imagination because this allows us to transform our ideas into a sharable reality. It is not only through consumption that we satisfy our hedonism. We want others to like us, to want us, and to feel the way we do. We want others to know what it feels like to see the world from our perspective. Reembodying our thoughts into objects is a great way of achieving exactly that, as anyone who takes the word inspiration seriously has found. Crystallizing our thoughts into tangible and digital objects is what allows us to share our thoughts with others. Otherwise, our thoughts are trapped in the prison of our minds.",591548157
591548158,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,We crystallize imagination to make copies of our thoughts and share them with others. This makes crystallizing imagination the essence of creative expression.,591548158
591548159,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Without this physical embodiment the practical uses of knowledge and knowhow cannot be transmitted. Crystallizing imagination is therefore essential for sharing the practical uses of the knowledge that we accumulate in our mind. Without our ability to crystallize imagination, the practical uses of knowledge would not exist, because that practicality does not reside solely in the idea but hinges on the tangibility of the implementation. Once again, the physicality of products—whether tangible or digital—augments us. And it is through this augmentation that products help us communicate something that words cannot: the practical uses of knowhow, imagination, and knowledge.",591548159
591548160,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"It helps us see the economy not as the careful management of resources, the wealth of a nation, or a network of financial transactions, but as a system that amplifies the practical uses of knowledge and knowhow through the physical embodiment of information and the context-specific properties that this information helps carry. This is an interpretation of the economy as a knowledge and knowhow amplifier, or a knowledge and knowhow amplification engine: a complex sociotechnical system able to produce physical packages containing the information needed to augment the humans who participate in it.1 Ultimately, the economy is the collective system by which humans make information grow.",591548160
591548161,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"As we discussed previously, complex products embody and amplify the practical uses of knowledge and knowhow. Hence, the people making these products need to have access to the knowledge and knowhow required to make them in their “raw” form—that is, the knowledge and knowhow embodied in human flesh, not the practical uses of knowledge and knowhow embodied implicitly in items. In academic circles this humanly embodied knowledge is referred to as “tacit” knowledge when it involves knowhow that cannot be explicitly described. As the Hungarian polymath Michael Polanyi cleverly noted, often “we know more than we can tell.”3",591548161
591548162,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"All evidence points to the fact that our world is one in which knowledge and knowhow are “heavier” than the atoms we use to embody their practical uses. Information can be moved around easily in the products that contain it, whether these are objects, books, or webpages, but knowledge and knowhow are trapped in the bodies of people and the networks that these people form. Knowledge and knowhow are so “heavy” that when it comes to a simple product such as a cellphone battery, it is infinitely easier to bring the lithium atoms that lie dormant in the Atacama Desert to Korea than to bring the knowledge of lithium batteries that resides in Korean scientists to the bodies of the miners who populate the Atacaman cities of Antofagasta and Calama.",591548162
591548163,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"At the individual level, accumulating knowledge is difficult because learning is experiential. That is, we accumulate knowledge and knowhow mostly through practice, such as on-the-job experience.",591548163
591548164,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Knowhow, in particular, resides primarily in humans’ nervous systems.",591548164
591548165,28486441,"Why Information Grows: The Evolution of Order, from Atoms to Economies",Cesar Hidalgo,"Getting knowledge inside a human’s nervous system is not easy because learning is both experiential and social.5 To say that learning is social means that people learn from people: children learn from their parents and employees learn from their coworkers (I hope). The social nature of learning makes the accumulation of knowledge and knowhow geographically biased. People learn from people,",591548165
